spec,phase,slot,rank_index,item_id,item_name,section,url
fury_warrior,p1,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/fury-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
fury_warrior,p1,trinkets,2,21670,Badge of the Swarmguard,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/fury-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
fury_warrior,p1,main_hand,1,28438,Dragonmaw,Best in Slot Main Hand Weapons for Fury Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/fury-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
fury_warrior,p1,off_hand,1,28295,Gladiator's Slicer,Best in Slot Off Hand Weapons for Fury Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/fury-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
fury_warrior,p1,ranged,1,30724,Barrel-Blade Longrifle,Best in Slot Ranged Weapons for Fury Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/fury-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
fury_warrior,p2,head,1,30120,Destroyer Battle-Helm,Best in Slot Head Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,shoulder,1,30122,Destroyer Shoulderblades,Best in Slot Shoulder Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,back,1,30729,Black-Iron Battlecloak,Best in Slot Back Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,chest,1,30118,Destroyer Breastplate,Best in Slot Chest Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,wrist,1,30057,Bracers of Eradication,Best in Slot Wrist Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,hands,1,30119,Destroyer Gauntlets,Best in Slot Hand Armor for Fury  Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,legs,1,29995,Leggings of Murderous Intent,Best in Slot Leg Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,feet,1,30081,Warboots of Obliteration,Best in Slot Feet Armor for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,neck,1,30022,Pendant of the Perilous,Best in Slot Neck Jewelry for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,rings,1,29997,Band of the Ranger-General,Best in Slot Ring Jewelry for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,rings,2,30738,Ring of Reciprocity,Best in Slot Ring Jewelry for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,trinkets,2,21670,Badge of the Swarmguard,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,main_hand,1,28439,Dragonstrike,Best in Slot Main Hand Weapons for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,off_hand,1,30082,Talon of Azshara,Best in Slot Off Hand Weapons for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
fury_warrior,p2,ranged,1,30105,Serpent Spine Longbow,Best in Slot Ranged Weapons for Fury Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/fury/dps-bis-gear-pve-phase-2
arms_warrior,p1,head,1,29021,Warbringer Battle-Helm,Best in Slot Head Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,shoulder,1,30740,Ripfiend Shoulderplates,Best in Slot Shoulder Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,back,1,30729,Black-Iron Battlecloak,Best in Slot Back Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,chest,1,30730,Terrorweave Tunic,Best in Slot Chest Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,wrist,1,28795,Bladespire Warbands,Best in Slot Wrist Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,hands,1,28824,Gauntlets of Martial Perfection,Best in Slot Hand Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,waist,1,28779,Girdle of the Endless Pit,Best in Slot Waist Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,legs,1,30739,Scaled Greaves of the Marksman,Best in Slot Leg Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,feet,1,28608,Ironstriders of Urgency,Best in Slot Feet Armor for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,neck,1,29349,Adamantine Chain of the Unbroken,Best in Slot Neck Jewelry for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,rings,1,30738,Ring of Reciprocity,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,rings,2,30834,Shapeshifter's Signet,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,trinkets,2,21670,Badge of the Swarmguard,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,two_hand,1,28429,Lionheart Champion,Best in Slot Two-Handed Weapons for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p1,ranged,1,30724,Barrel-Blade Longrifle,Best in Slot Ranged Weapons for Arms Warrior in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/arms-warrior-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
arms_warrior,p2,head,1,30120,Destroyer Battle-Helm,Best in Slot Head Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,shoulder,1,30055,Shoulderpads of the Stranger,Best in Slot Shoulder Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,back,1,30729,Black-Iron Battlecloak,Best in Slot Back Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,chest,1,30118,Destroyer Breastplate,Best in Slot Chest Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,wrist,1,30057,Bracers of Eradication,Best in Slot Wrist Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,hands,1,29947,Gloves of the Searing Grip,Best in Slot Hand Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,legs,1,29995,Leggings of Murderous Intent,Best in Slot Leg Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,feet,1,30081,Warboots of Obliteration,Best in Slot Feet Armor for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,neck,1,30022,Pendant of the Perilous,Best in Slot Neck Jewelry for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,rings,1,29997,Band of the Ranger-General,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,rings,2,30738,Ring of Reciprocity,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,trinkets,2,21670,Badge of the Swarmguard,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,two_hand,1,29993,Twinblade of the Phoenix,Best in Slot Two-Handed Weapons for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
arms_warrior,p2,ranged,1,30105,Serpent Spine Longbow,Best in Slot Ranged Weapons for Arms Warrior in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/warrior/arms/dps-bis-gear-pve-phase-2
rogue,p1,head,1,29044,Netherblade Facemask,Best in Slot Head Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,shoulder,1,27797,Wastewalker Shoulderpads,Best in Slot Shoulder Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,back,1,28672,Drape of the Dark Reavers,Best in Slot Back Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,chest,1,29045,Netherblade Chestpiece,Best in Slot Chest Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,wrist,1,29246,Nightfall Wristguards,Best in Slot Wrist Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,hands,1,27531,Wastewalker Gloves,Best in Slot Hand Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,waist,1,29247,Girdle of the Deathdealer,Best in Slot Waist Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,legs,1,28741,Skulker's Greaves,Best in Slot Leg Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,feet,1,28545,Edgewalker Longboots,Best in Slot Feet Armor for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,neck,1,29381,Choker of Vile Intent,Best in Slot Neck Jewelry for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,rings,1,28757,Ring of a Thousand Marks,Best in Slot Ring Jewelry for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,rings,2,28649,Garona's Signet Ring,Best in Slot Ring Jewelry for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,trinkets,2,23206,Mark of the Champion,Best in Slot Trinkets for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,main_hand,1,28438,Dragonmaw,Best in Slot Main-Hand Weapons for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,off_hand,1,28307,Gladiator's Quickblade,Best in Slot Offhands for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,ranged,1,29151,Veteran's Musket,Best in Slot Ranged Weapons for Rogue in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p1,main_hand,override,28438,Dragonmaw,Wowhead Main-Hand section: first BiS row.,https://www.wowhead.com/tbc/guide/rogue-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
rogue,p2,head,1,30146,Deathmantle Helm,Best in Slot Head Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,shoulder,1,30149,Deathmantle Shoulderpads,Best in Slot Shoulder Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,back,1,28672,Drape of the Dark Reavers,Best in Slot Back Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,chest,1,30101,Bloodsea Brigand's Vest,Best in Slot Chest Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,wrist,1,29966,Vambraces of Ending,Best in Slot Wrist Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,hands,1,30145,Deathmantle Handguards,Best in Slot Hand Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,legs,1,30148,Deathmantle Legguards,Best in Slot Leg Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,feet,1,28545,Edgewalker Longboots,Best in Slot Feet Armor for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,neck,1,29381,Choker of Vile Intent,Best in Slot Neck Jewelry for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,rings,1,30052,Ring of Lethality,Best in Slot Ring Jewelry for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,rings,2,29997,Band of the Ranger-General,Best in Slot Ring Jewelry for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,trinkets,2,30450,Warp-Spring Coil,Best in Slot Trinkets for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,main_hand,1,30082,Talon of Azshara,Best in Slot Main-Hand Weapons for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,off_hand,1,32027,Merciless Gladiator's Quickblade,Best in Slot Offhands for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,ranged,1,29949,Arcanite Steam-Pistol,Best in Slot Ranged Weapons for Rogue in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
rogue,p2,main_hand,override,30082,Talon of Azshara,Wowhead Main-Hand section: first BiS row.,https://www.wowhead.com/tbc/guide/classes/rogue/dps-bis-gear-pve-phase-2
bm_hunter,p1,head,1,28275,Beast Lord Helm,Best in Slot Head Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,shoulder,1,27801,Beast Lord Mantle,Best in Slot Shoulder Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,back,1,24259,Vengeance Wrap,Best in Slot Back Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,chest,1,28228,Beast Lord Cuirass,Best in Slot Chest Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,wrist,1,29246,Nightfall Wristguards,Best in Slot Wrist Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,hands,1,27474,Beast Lord Handguards,Best in Slot Hand Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,waist,1,28828,Gronn-Stitched Girdle,Best in Slot Waist Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,legs,1,30739,Scaled Greaves of the Marksman,Best in Slot Leg Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,feet,1,28545,Edgewalker Longboots,Best in Slot Feet Armor for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,neck,1,29381,Choker of Vile Intent,Best in Slot Neck Jewelry for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,rings,1,28791,Ring of the Recalcitrant,Best in Slot Ring Jewelry for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,rings,2,28757,Ring of a Thousand Marks,Best in Slot Ring Jewelry for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,trinkets,2,29383,Bloodlust Brooch,Best in Slot Trinkets for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,main_hand,1,27846,Claw of the Watcher,Best in Slot Main-Hand Weapons for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,off_hand,1,28572,Blade of the Unrequited,Best in Slot Off-Hand Weapons for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p1,ranged,1,28772,Sunfury Bow of the Phoenix,Best in Slot Ranged Weapons for Beast Mastery Hunter in TBC Classic Phase 1,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-karazhan-best-in-slot-gear-burning-crusade-classic-wow
bm_hunter,p2,head,1,30141,Rift Stalker Helm,Best in Slot Head Armor for Beast Mastery Hunter in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/hunter/beast-mastery/dps-bis-gear-pve-phase-2
bm_hunter,p2,shoulder,1,30143,Rift Stalker Mantle,Best in Slot Shoulder Armor for Beast Mastery Hunter in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/hunter/beast-mastery/dps-bis-gear-pve-phase-2
bm_hunter,p2,back,1,29994,Thalassian Wildercloak,Best in Slot Back Armor for Beast Mastery in TBC Classic Phase 2,https://www.wowhead.com/tbc/guide/classes/hunter/beast-mastery/dps-bis-gear-pve-phase-2
